Kategori,Pesan,Cleaned
spam,"HQUARTERS Business Residence Lokasi Emas-ASIA AFRIKA Bdg Hrg Prelaunch,PROFIT 140%,ROI 10%/thn Bs LIBUR Byr 2Th TSM 21Des-3Jan www.hquarters.co.id 085794074188",hquarters business residence lokasi emasasia afrika bdg hrg prelaunchprofit roi thn bs libur byr th tsm desjan wwwhquarterscoid
ham,Selamat TCASH TAP Anda telah aktif dengan SN: 100011398478 tgl. 21/08/2016 12:36:10 Info *800#,selamat tcash tap aktif sn tgl info
spam,Hari Rabu saatnya blanja di blanja.com & Nikmati diskon spesial untuk transaksi dengan TCASH! S&K Berlaku. Klik blj.co/tcashrabu,rabu blanja blanjacom nikmati diskon spesial transaksi tcash sk berlaku klik bljcotcashrabu
ham,"Ngajak wida tuh, kan beliau habis seminar. Hihip",ngajak wida tuh beliau habis seminar hihip
ham,Kang nama1 tuh baru menang 2 Milyar hahaha.. Kemakom berprestasi,kang nama tuh menang milyar hahaha kemakom berprestasi
ham,nama1 nmr kamu yg ini kan? ntr ayu sms kl udah dpn kosan yah,nama nmr yg ntr ayu sms kl udah dpn kosan yah
spam,"Pelanggan Yth. kami dri kantor TRI jakarta sdh menghubungi No anda tpi tdk tersambung, Informasi ini kami sampaikan lewat sms, No Anda trpilih memenangkan HADIAH Cek Rp.35juta.dri Undian isi ulanag TRI-2016,PIN undian anda.(2547afr) U/Info;089653382227 KLIK; www.care27.blogspot.com",pelanggan yth dri kantor tri jakarta sdh menghubungi no tpi tdk tersambung informasi sms no trpilih memenangkan hadiah cek rpjutadri undian isi ulanag tripin undian andaafr uinfo klik wwwcareblogspotcom
spam,"Maaf tolong uangnya ditransfer saja ke Bank xxx An. xxx No.Rek 2952149xxx, bila sudah ditransfer SMS saja, terima kasih",maaf tolong uangnya ditransfer bank xxx an xxx norek xxx ditransfer sms terima kasih
spam,INFO RESMI PT.INDOFOOD slmt No.anda T.dftar pmnang ke2.POP MIE 2013 Meraih HADIAH 1 Unit 'NISSAN JUKE' dgn pin;12xb9v2 U/info kunjungi www.popmie200.webs.com,info resmi ptindofood slmt noanda tdftar pmnang kepop mie meraih hadiah unit nissan juke dgn pinxbv uinfo kunjungi wwwpopmiewebscom
spam,"Yuk INTERNET-an NGEBUT utk akses FB, Twitter, & Chatting dgn beli Paket Flash 500MB/7hr (sesuai zona lokasi) mulai Rp25rb di *100*433# cek tarif di tsel.me/FL",yuk internetan ngebut utk akses fb twitter chatting dgn beli paket flash mbhr sesuai zona lokasi rprb cek tarif tselmefl
ham,Bsok ada kmpul euy.... Gmna ? Tpi gini aja. Vote aja yg bisa bsok sapa skrg sapa,bsok kmpul euy gmna tpi gini aja vote aja yg bsok sapa skrg sapa
spam,"Casino online terbesar, www.jayabet4.com , daftarkan diri+ Raih bonus referral+ bonus cashback sportsbook 0.25% setiap minggu. Mainkan di Smartphone dan PC anda",casino online terbesar wwwjayabetcom daftarkan raih bonus referral bonus cashback sportsbook minggu mainkan smartphone pc
spam,"Aktifkan iRing Coboy Jr - Terhebat. Tekan *808*7#. Info: 100&111 Ada hits terbaru dari NOAH - Jika Engkau. Aktifkan iRing nya di HP kamu. Ketik MG NOAH02 kirim ke 808 Info: 100&111 Berkah iRing Rp 1000 dr Yuni Shara - Akhirnya. Aktifkan iRing nya, Tkn *808*1*2*3# lalu Ok/Call. Raih THR PuluhanJt!. Berhenti: Unreg ke 808",aktifkan iring coboy jr terhebat tekan info hits terbaru noah engkau aktifkan iring nya hp ketik mg noah kirim info berkah iring rp dr yuni shara aktifkan iring nya tkn okcall raih thr puluhanjt berhenti unreg
ham,Aigoo banyak banget chatnyaa aku baru liat hape hehehe,aigoo banget chatnyaa liat hape hehehe
ham,Waalaikumsalam. Jumat ya pukul 9.,waalaikumsalam jumat ya
spam,"Maaf, kamu tidak memiliki Bonus Kuota++. Dapatkan Bonus Kuota++ hingga 2GB di toko terdekat, hanya berlaku di Jawa Timur, Bali dan Lombok",maaf memiliki bonus kuota dapatkan bonus kuota gb toko terdekat berlaku jawa timur bali lombok
ham,nama1  Cara bikin makalah yang daftar isinya langsung jadi gmana?,nama bikin makalah daftar isinya langsung gmana
spam,"HOT PROMO: Internetan kuota 1,2GB/30hr HANYA Rp 15ribu aja! Beli di *363*822#. Promo s.d 30Juni16. S&K",hot promo internetan kuota gbhr rp ribu aja beli promo sd juni sk
spam,BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order  call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,belanja online toko resky discon bb laptop samsung ipad nokia dll upemesananorder callsms kunjungi web wwwreskiyshopblogspotcom
ham,nama1 helmkuuuu.:'(,nama helmkuuuu
ham,"aku delete aja ya, ntar nama1 pull dulu atau sync dulu, ntar masukin yang nama1 , baru push.",delete aja ya ntar nama pull sync ntar masukin nama push
ham,Ada semua di panduan pla..dishare di grup ini dan fb,panduan pladishare grup fb
spam,GRATIS 50 SMS ke sesame indosat selama 2 hari. Hanya dengna mengirimkan 50 SMS selama 10-16 Juni 2013. Bonus 1x diberikan maks 2x24jam. Info 100. US6,gratis sms sesame indosat dengna mengirimkan sms juni bonus x maks xjam info us
ham,Waktu itu malas sep hihi. Dilihat jd lebih rapih aja 😆👍,malas sep hihi jd rapih aja 😆👍
spam,"ANEKA SHOP Berbagi Promo Type Blackberry DAKOTA 2,4 jt, TOURCH 1,7 jt, ONIX.2 1,5 jt, GEMINI 800 rb, U/Pemesanan 085325557999 Pin BB-2A96DE82 www.aneka999.blogspot.com",aneka shop berbagi promo type blackberry dakota jt tourch jt onix jt gemini rb upemesanan pin bbade wwwanekablogspotcom
spam,Pelanggan Yth. Update informasi tarif terbaru anda di tsel.me/as atau hubungi 188 (Rp 300/call).,pelanggan yth update informasi tarif terbaru tselmeas hubungi rp call
spam,"Terima kasih telah menjadi Sahabat IndosatOoredoo, dapatkan Video & Game seru + Gratis telp di *323*2#",terima kasih sahabat indosatooredoo dapatkan video game seru gratis telp
ham,[Info] bagi teman2 yg mengumpulkan data asisten lab/matakuliah bukti berupa surat keterangannya sudah bisa diambil ke pak andri ,info teman yg mengumpulkan data asisten labmatakuliah bukti surat keterangannya diambil andri
ham,Waaah keren kang,waaah keren kang
spam,Ini Rekeningnya BANK MANDIRI. NO.Rek:150-00-1002402-2.A/n: MURTIANI,rekeningnya bank mandiri norekan murtiani
spam,"PROMO POIN SPESIAL! Tukarkan 20 TselPoin Kamu dengan 20Menit, 100SMS, atau 20MB di *700*20#. Periode Promo 11-31 Juli 2016. Info hub: 188",promo poin spesial tukarkan tselpoin menit sms mb periode promo juli info hub
spam,"Paket BRONET 2GB 60hr 24jam sudah aktif. Nikmati internet 2GB berlaku hingga jam 23.59 aktif s.d 27-10-2016. Promo AXIS lainnya, telp *123#. Info838",paket bronet gb hr jam aktif nikmati internet gb berlaku jam aktif sd promo axis telp info
ham,Januari mah ambil 1x seminggu aja. Kan kita masuk seminggu sekali kalau januari.,januari mah ambil x seminggu aja masuk seminggu januari
ham,"Pake kamera nama1 2, kamera nama1 1, sama handy cam prodi 1",pake kamera nama kamera nama handy cam prodi
ham,2016/08/21 12:27:17 Anda telah terdaftar sebagai pelanggan TCASH full service. Tingkatkan saldo Anda dg isi saldo TCASH di merchant berlogo TCASH terdekat.,terdaftar pelanggan tcash full service tingkatkan saldo dg isi saldo tcash merchant berlogo tcash terdekat
ham,"ya nggk jd masalh, toh model bisa diload dicontroler mana aja kan?",ya nggk jd masalh model diload dicontroler aja
ham,kamu sibuk ngapain aja disana ?,sibuk ngapain aja disana
ham,Kurang tau pasti sep periksa controllernya waktu instansiasi new tcpdf() aku lupa,tau sep periksa controllernya instansiasi new tcpdf lupa
ham,"Airnya asa kurang lancar, besok ku tanya papa yah,",airnya asa lancar besok ku papa yah
ham,Pak mau pesen nasi goreng spesial 2 bungkus ke Graha desilla kmr 14.,pesen nasi goreng spesial bungkus graha desilla kmr
spam,INFO RESMI !! Selamat Anda Terpilih sbgi Pemenang' semarak Undian PT.INDOFOOD INDONESIA No pin: d377hi8 Info Pin&hadiah Klik:www.semarak-undianpopmie.webs.com,info resmi selamat terpilih sbgi pemenang semarak undian ptindofood indonesia no pin dhi info pinhadiah klikwwwsemarakundianpopmiewebscom
spam,"NASIB:Berbagi, berbakti Rutinkan 2 hal ini Maka ringanlah beban2 hidup. dpt wallppr di http://m.m4in.biz/r?74WhuM STOP: *123*66# / ketik UNREG NASIB ke 92828 CS: 087789917018",nasibberbagi berbakti rutinkan ringanlah beban hidup dpt wallppr httpmminbizrwhum stop ketik unreg nasib cs
spam,ayah isikan pulsa xl 50rb di no 0818643929 sekarang penting,ayah isikan pulsa xl rb no
spam,Smartfren Gratis Mi-Fi/modem 4G Tahun baru saatnya ganti gadget baru Bawa pulang Mi-Fi 4Gm-mu dg tunjukan sms ini ke Galeri SF & isi pulsa 100rb disana s/d 13Jan Info:888,smartfren gratis mifimodem g ganti gadget bawa pulang mifi gmmu dg tunjukan sms galeri sf isi pulsa rb disana sd jan info
ham,Cara panggil na localhost/SistemRumahSakit/gerbang/rawatdarurat,panggil na localhostsistemrumahsakitgerbangrawatdarurat
spam,Surat Keputusan: No.VII/T-3/16. Kode Undian: 94ad653 Selamat No.Anda mendpt Hadiah CEK TUNAI Rp.45Jt U/Info Kunjungi; www.gebyartricare.co.vu,surat keputusan noviit kode undian ad selamat noanda mendpt hadiah cek tunai rpjt uinfo kunjungi wwwgebyartricarecovu
spam,PESAN RESMI PT.3care indonesia Mengucapkan slmt'No.simcard anda resmi meraih hadiah ke-3 dengan pin ; b8337h9 u/info hadiah klik www.pesta-hadiah3.blogspot.com,pesan resmi ptcare indonesia slmtnosimcard resmi meraih hadiah pin bh uinfo hadiah klik wwwpestahadiahblogspotcom
ham,"Kalo masih mau ke kep. Seribu mending ikut yang ini nih, tinggal duduk manis dari unpad du",kalo kep seribu mending nih tinggal duduk manis unpad du
ham,Tp belum pasti ya. Kalau ada temen mah mau. Soalnya ga ada halangan untuk hdr kyknya hihi,tp ya temen mah ga halangan hdr kyknya hihi
ham,Blm beres sep. Malah byk bug,blm beres sep byk bug
ham,nama1 dah selesei blm machine learningnya ?,nama dah selesei blm machine learningnya
spam,"Isi saldo TCASHmu  melalui jaringan ATM Bersama & ATM BCA! Lakukan transfer antar bank, Pilih bank TCASH (Kode bank 911). Gunakan No HP sbg no rekening tujuan.",isi saldo tcashmu jaringan atm atm bca lakukan transfer bank pilih bank tcash kode bank no hp sbg no rekening tujuan
spam,Beli paket Turbo mulai 50rb utk pembelian pertama di MyTelkomsel App sjk 25Aug - 25Sept dpt EXTRA PULSA TSEL Rp 50rb loh! Cek detail paket di tsel.me/mytsel1,beli paket turbo rb utk pembelian mytelkomsel app sjk aug sept dpt extra pulsa tsel rp rb loh cek detail paket tselmemytsel
spam,Anyonghaseyo! Ngaku KPOPers Sejati?? Ayo lengkapi koleksi Video Kpopmu di http://kpop.xl.co.id. Skrg Harga video lebih murah loh! Info*123*2200#,anyonghaseyo ngaku kpopers sejati ayo lengkapi koleksi video kpopmu httpkpopxlcoid skrg harga video murah loh info
spam,DISKON 50% kuota NELPON++ 20 MENIT ke smua operator! Cuma Rp7rb (Normal Rp14rb) dg masa aktif panjang. Balas SMS ini dgn ketik Tri. Hanya HARI INI! V712,diskon kuota nelpon menit smua operator rprb normal rprb dg aktif balas sms dgn ketik tri v
ham,Bimbingan lg nanti nama1 da,bimbingan lg nama da
ham,"Aku ga enak euy bilang ke adiknya, adiknya pengen ke pvj nama1  :(",ga enak euy bilang adiknya adiknya pengen pvj nama
spam,"INFO:jk anda mau jual Rmh,tanah,mobil,produk/jasa dll PROMOSIKAN sj dg SMS MASSAL biasa hny Rp. 50.000untuk sebar ke10.000 no HP(2jam) hub: 0877399155579 jogja",infojk jual rmhtanahmobilprodukjasa dll promosikan sj dg sms massal hny rp sebar no hpjam hub jogja
spam,"Surat Keputusan dari Tri Care INDONESIA No.XV/2016 PIN_PEMENANG ANDA.HH25H77 Mendapatkan Hadiah 1 Unit Mobil Honda Jazz RS,U/Info Klik:http//tri-2016.webnode.com/",surat keputusan tri care indonesia noxv pinpemenang andahhh hadiah unit mobil honda jazz rsuinfo klikhttptriwebnodecom
spam,"Dijual ticket SUPER JUNIOR TGL 28/29 APRIL dan LADY GAGA TGL 03 JUNI harga Gold=2,25jt tribun3=1,25jt info hub;0853-9937-1888 lady-ticket.webs.com",dijual ticket super junior tgl april lady gaga tgl juni harga goldjt tribunjt info hub ladyticketwebscom
ham,tes toefl di balai bisa weekend ga?,tes toefl balai weekend ga
ham,dikirim nya disatuin ?,dikirim nya disatuin
spam,Pelanggan Yth. SIMCARD Anda sbg Pemenang Mendptkan Hadiah Mobil Toyota ALL NEW YARIS PIN:8JF2177 dari GEBYAR UNDIAN 3 CARE Untuk Info Lenkap Klik: www.infohadiah3care2016.blogspot.co.id,pelanggan yth simcard sbg pemenang mendptkan hadiah mobil toyota all new yaris pinjf gebyar undian care info lenkap klik wwwinfohadiahcareblogspotcoid
ham,wah mantap(ok) btw nge-cc perihal sponsor jg ya osnnya.. semoga yg terbaik utk kemakom,mantapok btw ngecc perihal sponsor jg ya osnnya semoga yg terbaik utk kemakom
ham,Bebas... Senin stuju.. Apa aja yg di kebapain selain program ?,bebas senin stuju aja yg kebapain program
ham,"nama1  gedung manunggal tridaya pucakti pusenkav teh 1,5 ternyata wkwk",nama gedung manunggal tridaya pucakti pusenkav teh wkwk
spam,"Assalamu alaikum,saya RESKI dr Costumer Servis TRI PLAZA SEMANGGI lt.1 JL.jend sudirman jkt pst sdh m-hubungi anda waktu pengundian di lakukan tapi no.anda tdk tersambung, jd kami krimkn lwt SMS sebelum jatuh tempo, bahwa no.anda menang undian dr TRI 2014 jenis hadiah 1unit mobil SUZUKI ERTIGA NEW,dengan PIN 2D45CS77, jadi silahkan cek terlebih dahulu di website; www.tricare.jimdo.com /hub; 021-40161777 / 08994179888 ",assalamu alaikumsaya reski dr costumer servis tri plaza semanggi lt jljend sudirman jkt pst sdh mhubungi pengundian lakukan noanda tdk tersambung jd krimkn lwt sms jatuh tempo noanda menang undian dr tri jenis hadiah unit mobil suzuki ertiga newdengan pin dcs silahkan cek website wwwtricarejimdocom hub
spam,Surat Keputusan PT.TRI.3 Slamat No.08966xxx Resmi M-dptkan HONDA JAZZ Rs KODE Pin:477BFG7S Info Hub:08606490199 KLIK: www.hadiah-tricare.com,surat keputusan pttri slamat noxxx resmi mdptkan honda jazz rs kode pinbfgs info hub klik wwwhadiahtricarecom
ham,Pak saya pake yang 6.0 malah bingung pak,pake bingung
ham,"Yaudah sekarang mah eta harddisk di laptop maneh keluarin terus dijadiin harddisk external aja.. cari temen yang punya case nya.. entar datanya copy-in, paling maneh ngerjain di luar dulu aja ga di laptop itu",yaudah mah eta harddisk laptop maneh keluarin dijadiin harddisk external aja cari temen case nya entar datanya copyin maneh ngerjain aja ga laptop
spam,TOKO RAHMAT ABADI BIG SALE 50% Blackberry/Iphone Ipad/Samsung Laptop/DLL Info Hub Sms: 085774280447 PIN: 26AB6BEE Atau Cek di: www.abadi-shop47.blogspot.com,toko rahmat abadi big sale blackberryiphone ipadsamsung laptopdll info hub sms pin abbee cek wwwabadishopblogspotcom
spam,WASSALAMU ALAIKUM WR WB UANGNYA DIKIRIM SAJA KE NO REK INI BRI A/N NOVA ARYAxxx 0544 0100 8633 xxx KALAU SDH TRANSFER SMS AJA DI NO INI TRMH KASIH” No. HP Pengirim SMS: 0821-5104-2542,wassalamu alaikum wr wb uangnya dikirim no rek bri an nova aryaxxx xxx sdh transfer sms aja no trmh kasih” no hp pengirim sms
spam,Anda tidak terdaftar dalam layanan Paket Malam hari. Untuk berlangganan lakukan isi ulang dengan voucher Kenyang Download,terdaftar layanan paket malam berlangganan lakukan isi ulang voucher kenyang download
ham,kita lewat kolam renang? di gymnas atau gik,kolam renang gymnas gik
spam,"“ROXI CELL” Hanya dengan Rp.100rb Anda bisa jadi agen pulsa elektrik ke semua Operator GSM/CDMA,v5=4300,v10=8300,Utk daftar ketik MTRONIK kirim ke 087870870707",“roxi cell” rprb agen pulsa elektrik operator gsmcdmavvutk daftar ketik mtronik kirim
ham,Aku mah plg kerumah ketemu ayah mama cukup kok :'),mah plg kerumah ketemu ayah mama
ham,"Ayo nama1 semangat skripsian yaaah biar cpt lulus, kerja, dan cpt nikah wkwkwk",ayo nama semangat skripsian yaaah biar cpt lulus kerja cpt nikah wkwkwk
ham,Soalnya yang aku udah ditambahin,udah ditambahin
spam,pelanggan yth. SIMCARD Anda sbg pemenang Mendapatkan HADIAH Mobil Toyota ALL NEW YARIS PIN:8jf2177 dari GEBYAR UNDIAN 3 CARE Untuk Info lenkap klik: www.infoundian-3care.blogspot.com,pelanggan yth simcard sbg pemenang hadiah mobil toyota all new yaris pinjf gebyar undian care info lenkap klik wwwinfoundiancareblogspotcom
ham,"ya masuk aja, belum ada tugas/quiz kok. cuma perlu ngejar dikit. Materinya sekarang sudah sampai location aware app. pertemuan berikutnya masuk ke sensor.",ya masuk aja tugasquiz ngejar dikit materinya location aware app pertemuan masuk sensor
ham,Rasa mau sidang bulan depaaan mel. Jahaaat pisaaan,sidang depaaan mel jahaaat pisaaan
ham,"minal aidzin walfaidin, mohon maaf lahir dan batin ya semua akang teteh. ",minal aidzin walfaidin mohon maaf lahir batin ya akang teteh
spam,"Mudahnya KTA baru untuk pinjaman s/d 200 jt.. bunga 1,5% & gratis asuransi.. copy KTP dan kartu kredit atau slip gaji Hub: mido 021 - 99399003",mudahnya kta pinjaman sd jt bunga gratis asuransi copy ktp kartu kredit slip gaji hub mido
ham,Kita kmpul yu sblum puasa :-) waktunya ,kmpul yu sblum puasa
spam,Selamat No.SIM Card Anda M-dptkan HADIAH {1} UNIT MOBIL TOYOTA YARIS PIN:8JF2177 U/INFO Hub: 0895343233477 klik www.info-hadiahtricare.blogspot.co.id awas penipuan,selamat nosim card mdptkan hadiah unit mobil toyota yaris pinjf uinfo hub klik wwwinfohadiahtricareblogspotcoid awas penipuan
spam,"Nikmati Diskon Tarif Indosat 01016 & 001 hingga 70% ke 7 Negara (CHN, MLA,HKG,SNG,TWN,VTM,MACAU). Berlaku 07-28Feb13. Info : hub 100/111 atau *123# OK",nikmati diskon tarif indosat negara chn mlahkgsngtwnvtmmacau berlaku feb info hub ok
spam,"Mau cepat dan ga mau ribet cek pulsa & sisa kuota internetmu? Yuk download aplikasi myCare sekarang juga, atau akses di https://mycare.indosatooredoo.com",cepat ga ribet cek pulsa sisa kuota internetmu yuk download aplikasi mycare akses httpsmycareindosatooredoocom
ham,"Oh saya udh berangkat kayanya, ga ada koneksi..",oh udh berangkat kayanya ga koneksi
spam,"Penyetoran Angsuran'nya kalau mau di bayar harap Tlp dlu ke atasan sy Bpk IWAN, hp.082319733334, Dri INDOMOBIL FINANCE, Tks",penyetoran angsurannya bayar harap tlp dlu atasan sy bpk iwan hp dri indomobil finance tks
ham,"koreksi saya kalau salah (bisi lupa) tapi bagus sih kalau anda mau coba-coba, nggak mubazir juga kok. Kalau mau dibalikin lagi ke CSV ya pake transformasi lagi.",koreksi salah bisi lupa bagus sih cobacoba nggak mubazir dibalikin csv ya pake transformasi
ham,nama1 udah diperpus nama1.. yuk kesini tika tugu diperpus ya,nama udah diperpus nama yuk kesini tika tugu diperpus ya
spam,"Nelpon MURAH hanya Rp 2500/panggilan ke MAL, SIN, Thailand, HK, China & USA dgn tekan 01016+Kode Negara+No Tujuan. Info: www.indosatooredoo.com/flatcall2500",nelpon murah rp panggilan mal sin thailand hk china usa dgn tekan kode negarano tujuan info wwwindosatooredoocomflatcall
spam,Maaf kami sudah menghubungi tapi tidak tersambung No Anda meraih hadiah ke-2 dr. PT.MKIOS pin Anda M248K81 cek pin Anda di. www.pusat-m-kios7.blogspot.com,maaf menghubungi tersambung no meraih hadiah dr ptmkios pin mk cek pin wwwpusatmkiosblogspotcom
ham,Kasih norek aja kesebelah. Siapa tau ada yg mau. Mereka jg punya hak untk udunan wkwk. Bilang bts waktu trfr. Kalau ada niat pasti segera kok.,kasih norek aja kesebelah tau yg jg hak untk udunan wkwk bilang bts trfr niat
ham,Oh pantesan tau gitu lgsg foto dipusatnya aja put,oh pantesan tau gitu lgsg foto dipusatnya aja put
spam,"Selamat Nomor 3care Anda terpilih Mendptkan HADIAH 1unit mobil TOYOTA YARIS, Pin pemenang anda:(8jf2177). U/Info Cek di: www.caretri.blogspot.com",selamat nomor care terpilih mendptkan hadiah unit mobil toyota yaris pin pemenang andajf uinfo cek wwwcaretriblogspotcom
spam,Anda akan berhenti berlangganan Paket Flash. Ketik FLASH<spasi>YA jika setuju. Tunggu SMS konfirmasi penonaktifan Paket Anda,berhenti berlangganan paket flash ketik flashspasiya setuju tunggu sms konfirmasi penonaktifan paket
